id,content,score,content_length,cleaned_content,keywords_str
1380,"下单两个星期手机到手，而且包装很简陋，手机盒子有磨损（见下图），使用三天，谈几点个人感受：
优点：1、外观不错，屏幕很大，手感很好；2、指纹解锁很方便快捷；3、手机很流畅，基本无卡顿；4、夜拍提升很高，效果很满意；5、充电很快，待机时间很长；6、智能辅助里面的一些功能很好用，例如分屏、文字爆炸、滚动截屏等
缺点：1、京东物流不如以前，主要是包装和速度，也有饥渴营销的因素；2、耳机孔有毛边；3、屏幕分辨率太低，不太符合这个价位；4、人脸解锁不是很灵敏；5、摄像头很不美观，容易磕碰
总结：个人支持华为，所以给五星，手机日常使用很方便，基本功能都满足，拍照加上光学防抖更完美，同时支持京东支持刘*东，希望继续改进加强！
以上观点仅代表个人意见，希望过火越来越强！",5,331,下单两个星期手机到手而且包装很简陋手机盒子有磨损见下图使用三天谈几点个人感受 优点外观不错屏幕很大手感很好指纹解锁很方便快捷手机很流畅基本无卡顿夜拍提升很高效果很满意充电很快待机时间很长智能辅助里面的一些功能很好用例如分屏文字爆炸滚动截屏等 缺点京东物流不如以前主要是包装和速度也有饥渴营销的因素耳机孔有毛边屏幕分辨率太低不太符合这个价位人脸解锁不是很灵敏摄像头很不美观容易磕碰 总结个人支持华为所以给五星手机日常使用很方便基本功能都满足拍照加上光学防抖更完美同时支持京东支持刘东希望继续改进加强 以上观点仅代表个人意见希望过火越来越强,个人 支持 解锁 包装 希望 手机 使用 方便快捷 分屏 屏幕 三天 智能 简陋 改进 待机时间
1381,挺好的，试用了一下，发货速度快，但是就是手机不知道怎么的，重启了两次,5,34,挺好的试用了一下发货速度快但是就是手机不知道怎么的重启了两次,重启 试用 发货 一下 知道 速度 手机
1382,用了几天才来评价，手机很好用，,5,15,用了几天才来评价手机很好用,几天 评价 手机
1383,已经使用了声音挺大的，颜色老妈挺喜欢的。,5,20,已经使用了声音挺大的颜色老妈挺喜欢的,挺大 老妈 颜色 声音 使用 喜欢
1384,机是好机，买给妈妈的。她很喜欢。,5,16,机是好机买给妈妈的她很喜欢,妈妈 喜欢
1385,新品，包装精美，快递小哥给力，之前没有收到，小哥又跑了专门送了一次，感谢小哥！！！物流很快，东西也没有损坏，很好！,5,57,新品包装精美快递小哥给力之前没有收到小哥又跑了专门送了一次感谢小哥物流很快东西也没有损坏很好,精美 专门 没有 感谢 给力 之前 东西 包装 快递 物流 很快 收到
1386,还可以，不是很失望,5,9,还可以不是很失望,失望 不是
1387,买过同款的手机几个了，这是刚帮同事买的，自己的那个用了一年了，非常好用。,5,36,买过同款的手机几个了这是刚帮同事买的自己的那个用了一年了非常好用,买过 同事 一年 几个 好用 非常 手机
1388,手机做工精细，显示屏靓丽，声音不如htc手机，作为一个中端手机非常超值。运存大，不卡顿，系统好用。拍照效果不错，附送两张靓照?,5,63,手机做工精细显示屏靓丽声音不如手机作为一个中端手机非常超值运存大不卡顿系统好用拍照效果不错附送两张靓照,显示屏 精细 运存 超值 手机 做工 卡顿 好用 声音 效果 系统 拍照 非常 不错
1389,充电一小时，烫手三分钟，只打电话买着可以，想煲电话粥就算了吧，其他游戏啥的更不用说了，不过冬天用应该会很好，极速暖手宝，让你在寒冷的冬天感受小辣椒的热情如火，总之一句话，小辣椒手机，是你暖手的不二之选,5,100,充电一小时烫手三分钟只打电话买着可以想煲电话粥就算了吧其他游戏啥的更不用说了不过冬天用应该会很好极速暖手宝让你在寒冷的冬天感受小辣椒的热情如火总之一句话小辣椒手机是你暖手的不二之选,小辣椒 热情 烫手 就算 一句 不用说 感受 电话 打电话 小时 游戏 应该 充电 手机
1390,性价高！值得信赖,5,8,性价高值得信赖,信赖 值得
1391,此款手机第一次拍等了10天才有货，然后货到以后并不开心，拍照像素超级差！经过一系列测试最后退货。然而觉的之前买的是偶然现象，又重新拍了一个，等了差不多一星期有货了，收到货先看的拍照像素，算是一分价钱一分货吧，凑合着吧。经过查一番手机的呼吸灯不能正常用，虽然充电时候亮着，但是有新消息后不闪烁，没有提醒！我重启了一下还是不行！后来又问客服客服让我重启，让我恢复出厂设置，我觉得刚买的新手机就让恢复出厂设置？？我觉得太次了吧！又给客服联系，客服让我申请售后，把手机寄回去，因为之前的手机不能用了，所以才买新手机，这又让寄回去检测不一定多少天呢！太影响使用了！太麻烦了！我实在不相信小米手机了！但是给老人买的，她说凑合着用吧！！特别不开心！！我只是把我买货的经历分享给大家！希望大家买的时候多考虑考虑！以免买了以后各种问题，影响心情！！！,5,366,此款手机第一次拍等了天才有货然后货到以后并不开心拍照像素超级差经过一系列测试最后退货然而觉的之前买的是偶然现象又重新拍了一个等了差不多一星期有货了收到货先看的拍照像素算是一分价钱一分货吧凑合着吧经过查一番手机的呼吸灯不能正常用虽然充电时候亮着但是有新消息后不闪烁没有提醒我重启了一下还是不行后来又问客服客服让我重启让我恢复出厂设置我觉得刚买的新手机就让恢复出厂设置我觉得太次了吧又给客服联系客服让我申请售后把手机寄回去因为之前的手机不能用了所以才买新手机这又让寄回去检测不一定多少天呢太影响使用了太麻烦了我实在不相信小米手机了但是给老人买的她说凑合着用吧特别不开心我只是把我买货的经历分享给大家希望大家买的时候多考虑考虑以免买了以后各种问题影响心情,客服 重启 出厂 设置 考虑 新手机 影响 开心 大家 不能 手机 像素 之前 以后 觉得
1392,外观感觉还不错~喜欢银白色的,5,14,外观感觉还不错喜欢银白色的,外观 感觉 喜欢 不错
1393,这个手机真的很棒，性价比很高，老人用很合适，还是全面屏，谢谢老板的细心讲解，很棒，很棒很棒，很棒，很棒。,5,52,这个手机真的很棒性价比很高老人用很合适还是全面屏谢谢老板的细心讲解很棒很棒很棒很棒很棒,很棒 老板 谢谢 合适 全面屏 老人 真的 性价比 手机
1394,发烫严重，很严重很严重，刷几个抖音就烫手了,5,21,发烫严重很严重很严重刷几个抖音就烫手了,严重 烫手 发烫 几个
1395,我觉得还可以吧,5,7,我觉得还可以吧,觉得
1396,第一次买华为手机，之前是用中兴的努比亚。手机今晚去自提的，因为白天上班，不想等到第二天，晚上就想收到。收到就打开了。原装正品，未开封的（重要）。手机颜色也挺好的。华为mate10看中的是拍照、续航，信号强度。这家店的服务挺好的，物流速度也正常。下次还会光顾的。以下是本人收到的正品，希望对各位观望想买的有帮助。,5,155,第一次买华为手机之前是用中兴的努比亚手机今晚去自提的因为白天上班不想等到第二天晚上就想收到收到就打开了原装正品未开封的重要手机颜色也挺好的华为看中的是拍照续航信号强度这家店的服务挺好的物流速度也正常下次还会光顾的以下是本人收到的正品希望对各位观望想买的有帮助,收到 正品 看中 买华为 重要 白天 这家 等到 本人 原装 还会 手机 正常 下次 晚上
1397,一起买了四台，速度快！屏幕大，6月6号上市，7月6号到手！,5,29,一起买了四台速度快屏幕大月号上市月号到手,一起 到手 屏幕 速度
1398,商品很好看    手机反应速度快   是正品值得信赖,5,26,商品很好看 手机反应速度快 是正品值得信赖,商品 信赖 正品 好看 值得 手机
1399,习惯性好评吧，还不错，送长辈的,5,15,习惯性好评吧还不错送长辈的,长辈 好评 不错
1400,"当天中午买的 第二天就到了 速度很快
手机也可以 给老妈买的 希望她喜欢",5,36,当天中午买的 第二天就到了 速度很快 手机也可以 给老妈买的 希望她喜欢,中午 老妈 第二天 希望 很快 喜欢 速度 手机
1401,很好，很划算，继续买买买！！！,5,15,很好很划算继续买买买,划算 继续
1402,手机我就不上图了，小米6拿上手很美。至于是不是真货很多人关心，首先京东的店是假货比较少的所以大家可以放心购买。其次呢我没有去官网查真伪，玩了6年小米手机，拿上手开机操作四五分钟就知道是真的了。最后是价格和物流方面，可能是京东里面最便宜的米6了，发货是从江苏无锡，跨省我收的是中国邮政，从江苏无锡到广东惠州3天时间也算快吧。客服服务态度好，给五星没问题,5,175,手机我就不上图了小米拿上手很美至于是不是真货很多人关心首先京东的店是假货比较少的所以大家可以放心购买其次呢我没有去官网查真伪玩了年小米手机拿上手开机操作四五分钟就知道是真的了最后是价格和物流方面可能是京东里面最便宜的米了发货是从江苏无锡跨省我收的是中国邮政从江苏无锡到广东惠州天时间也算快吧客服服务态度好给五星没问题,小米 是不是 放心 京东 五星 服务态度 开机 里面 操作 大家 便宜 最后 可能 时间 客服
